AnimalID,Name,Breed,Species,RegNum
59AN1810,Silveiras Watchout 5014,Angus,Test,16869498
137AR3785,Silverias Mission Nexus,Angus,Test,1410853
54AN1618,Silverias Style 9303,Angus,Test,
90AN7848,Sinclair Absolute 2AD1,Angus,Test,
29AN1725,Sinclair Emulate 7XT28,Angus,Test,
1AN1191,Sinclair Emulation XXP,Angus,Test,
36AN1537,Sinclair Emulation XXP,Angus,Test,15355048
90AN7470,Sinclair Enterepreneur 8R101,Angus,Test,
237AN1889,Sinclair Excellency 5X25,Angus,Test,
90AN7905,Sinclair Executive 9XV2,Angus,Test,
90AN7443,Sinclair Grass Master 8BT2,Angus,Test,
237AN1974,Sinclair In Time 5PS1,Angus,Test,
59AN1162,Sinclair Mountain Pass,Angus,Test,15081884
59AN162,Sinclair Mountian Pass 4P138,Angus,Test,15081884
90AN6836,Sinclair MT Time 4P94,Angus,Test,
614AN257,Sinclair Net Present Value,Angus,Test,14311951
90AN7725,Sinclair pioneer 0RF3,Angus,Test,
99AN5874,Sinclair Telecast 01S3,Angus,Test,
36AN152,Sinclair Timeless 15F3,Angus,Test,
54AN7719,Sinclair X-Plus 3XX7,Angus,Test,
AN7719,Sinclair X-Plus 3XX7,Angus,Test,
1AN079,Sitz Alliance 6595,Angus,Test,12310707
1AN791,Sitz Alliance 6595,Angus,Test,
14AN00323,Sitz Dash,Angus,Test,
014AN00323,SITZ Dash 10277,Angus,Test,15656868
14AN0323,Sitz Dash 10277,Angus,Test,15656868
16AN2108,Sitz Game Day 275Z,Angus,Test,17335176
AN1656,Sitz Great Plains 9520,Angus,Test,
49AN2621,SITZ Rainmaker 9116,Angus,Test,
090AN05769,Sitz Rainmaker6169,Angus,Test,
1AN1375,Sitz Reinvested 636A,Angus,Test,17467126
271AN3076,Sitz RLS Final Product 8792,Angus,Test,
1AN787,Sitz SLS Rainmaker 7596,Angus,Test,12528380
109AN1595,Sitz Top Game 561X,Angus,Test,
90AN6307,Sitz Tradition RLS 8702,Angus,Test,14093248
1AN768,SITZ Traveler 043,Angus,Test,
090AN00741,Sitz Traveler 6802,Angus,Test,
90AN741,Sitz Traveler 6802,Angus,Test,
29AN1471,Sitz Traveler 8180,Angus,Test,
90AN52,Sitz Traveler 9929,Angus,Test,
AN00052,Sitz Traveler 9929,Angus,Test,
16AN1775,Sitz Upward 10559,Angus,Test,16266523
1AN1116,Sitz Upward 307R,Angus,Test,14963730
UpWard,Sitz Upward 307R,Angus,Test,
271AN8660,Sitz Upward 4970,Angus,Test,
271AN8275,Sitz Upward 759-7,Angus,Test,
14AN00315,Sitz Wisdom,Angus,Test,
16AN1098,SIXS MR Legend 142N,Angus,Test,14890265
16AN2424,SJP 51X NL604 P004,Angus,Test,17186725
16AN2423,SJP 51Z NL604 P044,Angus,Test,18096103
16AN1663,SJP Mr New Look 604,Angus,Test,15485551
100AN3424,Skarship Saratoga,Angus,Test,10351162
7AN196,Skarship Saratoga,Angus,Test,
237AN2155,Soo Line Motive 9016,Angus,Test,
272AN0175,Sooline Alternative 9127W,Angus,Test,
SGO,Spartan Grandeur O,Angus,Test,9541423
529AN1949,Spring Cove Crossbow,Angus,Test,17924903
7AN246,SS Angus Rito 2 878 of 2536,Angus,Test,14200755
16AN2649,SS Comrade C165,Angus,Test,
AN1574,SS Objective T510,Angus,Test,13776378
75AN713,SS Traveler 6807 T510,Angus,Test,12502030
237AN1842,Stevenson C E Deluxe 1914,Angus,Test,14659834
90AN4097,Stevenson Royce 741C,Angus,Test,
1AN1397,Stevenson Turning Point,Angus,Test,
54AN2532,Stockman 538,Angus,Test,
54AN3234,Stockman 660,Angus,Test,
AN3234,Stockman 660,Angus,Test,13637958
AN1569,Stukels Bandwidth,Angus,Test,
1AN1298,Sub Zero,Angus,Test,
AN1458,Summit Crest HI Flyer 3618,Angus,Test,
54AN1123,Summit Crest Scotchcap OB45,Angus,Test,11847053
14AN188,Summitcrest 6148,Angus,Test,
106AN1737,Summitcrest Complete 1 P55,Angus,Test,14850409
29AN1458,Summitcrest Hi Flyer,Angus,Test,
AN1123,Summitcrest Scotchcap OB45,Angus,Test,11847053
AN2513,Supper Duty,Angus,Test,
AN784,Supreme,Angus,Test,
AN572,SVF Bando 53D,Angus,Test,
138AN1022,SVF Bandolier 53D,Angus,Test,
49AN1527,SVF Gdar 216 Ltd,Angus,Test,12309326
16HHZ363,SVF Imprint,Angus,Test,10202996
29AN1524,SVF Travler 2340,Angus,Test,
48AN1512,Sweangin Charlo 479,Angus,Test,
16AN2489,Swearngin Rainmaker 340,Angus,Test,17995721
237AN1941,Syd Gen C C & 7 6099,Angus,Test,15330743
237AN1949,Syd Gen Mandate 6079,Angus,Test,15337433
237AN2572,Sydgen Black Pearl 2006,Angus,Test,17236055
7AN258,T C Total,Angus,Test,
16ANZ291,T6 Wrangler,Angus,Test,10455402
109AN33,Tail N Emulous 1674,Angus,Test,
1AN1143,TC Aberdeen 759,Angus,Test,
29AN1510,TC Advantage,Angus,Test,12783078
14AN104,TC Dividend 963,Angus,Test,
16AN0283,TC Dividend 963,Angus,Test,11300151
DIV104,TC Dividend 963,Angus,Test,11300151
16AN1573,TC Erica's Legend 3R,Angus,Test,15302240
16AN0909,TC Forefront 2228,Angus,Test,
90AN6224,TC Freedom 104,Angus,Test,13977765
AN6224,TC Freedom 104,Angus,Test,
1AN1109,TC Gridiron 258,Angus,Test,14237017
90AN5849,TC Moonshine 001,Angus,Test,
AN1589,TC Prompter,Angus,Test,
16AN1869,TC Right Answer 006,Angus,Test,16734337
90AN4437,TC Stockman 365,Angus,Test,
AN4437,TC Stockman 365,Angus,Test,
54AN5549,TC Touchdown 772,Angus,Test,
237AN2170,TC Tycoon 976,Angus,Test,16454407
100AN1927,Tehama Blackcap Revolution,Angus,Test,14548108
7AN74,Tehema Bando 155,Angus,Test,9891499
16ANN255,Tehema Traveler AR1,Angus,Test,11892913
54AN71,Thomas Chap,Angus,Test,8713597
1AN1438,Thomas Jefferson 55602,Angus,Test,
272AN0745,Thunderstruck,Angus,Test,
AN0743,Thunderstruck 22'13,Angus,Test,
16AN2726,TK CG Rito 219,Angus,Test,17679598
16AN2125,TK Emulation 0124 of 635,Angus,Test,pending
49AN2522,TK RB 378 Of C11 Ext,Angus,Test,
129AN1155,Top Secret 627T,Angus,Test,
014AN00317,TOTAL IMPACT,Angus,Test,
138AN1291,TRA Forever & Ever 608,Angus,Test,
109AN799,Trail Blazer DCC,Angus,Test,
14AN095,Transformer 100 E A R,Angus,Test,11279452
90AN0171,Traveler 1148,Angus,Test,
110AN01354,Traveler 23-4,Angus,Test,
16AN0994,Traveler 4113,Angus,Test,
AN1410,Traveler 71,Angus,Test,
90AN4135,Traveler 8180,Angus,Test,
16ANT970,Travelodge 909,Angus,Test,11385324
AN2503,Travelodge 909,Angus,Test,11385324
TRVLGE 2503,Travelodge 909,Angus,Test,11385324
A1022,Travelong,Angus,Test,11674018
16AN1255,Tri B Formidable 1425,Angus,Test,14681020
1SM0122,Triple C Singletary,Angus,Test,
1AN1004,Twin Valley Precision E161,Angus,Test,12346200
14AN390,Upfront,Angus,Test,
AN1763,Upgrade,Angus,Test,
AN1379,Valedictorian,Angus,Test,10573681
29AN1379,Valedictorian SC 925,Angus,Test,10573681
14AN0422,VAR Discovery 2240,Angus,Test,
1006963,VAR Power Play,Angus,Test,
100AN6308,VAR Ranger (10X) 3008,Angus,Test,
16AN1554,V-Bar Osage 3205,Angus,Test,14950745
16AN2969,V-Bar Paxton 368C,Angus,Test,18422431
16AM1828,V-Bar Paxton 550T,Angus,Test,
AN749,VDAR Lucy's Boy,Angus,Test,
14AN170,VDAR New Trend 47,Angus,Test,
49AN2391,VDAR PF Right Time 3014,Angus,Test,
90AN515,VDAR Rito 953,Angus,Test,
AN515,VDAR Rito 953,Angus,Test,11754
90AN4416,VDAR Traveler 285,Angus,Test,12401064
29AN1435,VDAR Traveller 722,Angus,Test,
237AN03285,Vermilion Spur E 143,Angus,Test,
90AN6784,Vermilion Total Program F140,Angus,Test,14700832
237AN1627,Vermillion Payweight J847,Angus,Test,13469989
29AN1443,VF Venture Forward,Angus,Test,11973186
49AN2858,Vin Mar O'riley Factor,Angus,Test,
AN2868,Vin-Mar O'Reilly Factor,Angus,Test,
16AN0835,VQAR Resurrect,Angus,Test,14267513
28AN939,WAF Zorzal 321U,Angus,Test,
1AN786,Waldeck Emulation 1137,Angus,Test,12863098
28AN0219,WANDERING CREEK DYNASTY JRM 2F,Angus,Test,430093
16AN2909,War Bullet Proof B112 E123,Angus,Test,19021610
16AN0591,WC 4480 Improvement 1C10,Angus,Test,13783642
16AN2974,WC Boardwalk 704,Angus,Test,219021231
16AN0543,WC Northern Edge OC04,Angus,Test,13500395
16AN1525,WCC Maverick,Angus,Test,16135355
1AN1080,WCC Precision E161 J239,Angus,Test,
1AN1077,WCC Special Design L309,Angus,Test,
AN2964,WCC Special Design L309,Angus,Test,13846942
7AN349,Weigh-Up,Angus,Test,
99AN6203,Werner Wall Street 1666,Angus,Test,15569521
7AN306,Werner War Party,Angus,Test,16004587
1AN1302,Western Cut 2256,Angus,Test,
14AN217,WHITE OAK PRECISE 6002,Angus,Test,13205097
29AN1754,Whitestone Advocate,Angus,Test,16095113
Whitestone 141 (54AN1862),Whitestone Precision H141,Angus,Test,
14AN176,Whitestone Widespread,Angus,Test,
1AN1346,Whitlock,Angus,Test,
16AN2175,Whitmer 1211 of 803 FL,Angus,Test,17513873
AN4439,Windfall SCC,Angus,Test,
16AN0680,Windmill Dimension 56,Angus,Test,
014AN00315,WISDOM,Angus,Test,
AN6266,WK 2500 MC 6212,Angus,Test,12496846
AN6265,WK 2500 MC 6626,Angus,Test,15552730
1AN1086,Woodhill Commander 143L,Angus,Test,14576247
16AN1683,Woodhill Mainline S474-W358,Angus,Test,16404193
36AN490,WRA Mojo ET,Angus,Test,12408188
90AN4343,WRA Treasure,Angus,Test,
36AN591,WRA Yogi F3,Angus,Test,12628005
1AN1024,Wulffs EXT 6106 S90,Angus,Test,12813196
AN1024,WULF'S EXT 6106,Angus,Test,
AN1857,Yon Future Force Z77,Angus,Test,
16AN3049,Z International MAF Y17-E47,Angus,Test,19069241
Cryo Shooter,Don't Stop Shootin,AQHA,Test,4978018
Shooter Botu,Don't Stop Shootin,AQHA,Test,4978018
903,Timberlines D.J. & Rum,Aussie,Test,DN28083903
480,Malpaso Spur'em On Los Suenos,Aust Shep,Test,DN107788-06
168,Apropos Check It Out,Austrailian Shepherd,Test,DN30233505
25,Bruce,Austrailian Shepherd,Test,
261,Copperidge N Empyreans PLayin Hooky,Austrailian Shepherd,Test,DN41365205
9005,Holmbergs Yippee Ki Yay,Austrailian Shepherd,Test,DN29194002
1024,KiroKanshaman Hez DBS Artic Ice,Austrailian Shepherd,Test,D38611204
312,Prime Times The Love Bandit,Austrailian Shepherd,Test,
185,Fabulous Fiston des ddmons An Arvor,Australian Shepard,Test,DN37996561
87,Graffiti McMatt Shook Me @ Lookout Trail,Australian Shepard,Test,DN34414905
226,Treaster RM2 CRK'S Tim On Fire,Australian Shepard,Test,DN194729-01
67,Treestar Oracle Chic Magnet,Australian Shepard,Test,DN37213601
84,Treestar Oracle Mick Jagger,Australian Shepard,Test,DN37213602
400,Alladin Feel The Heat,Australian Sheperd,Test,DN031766-04
9010,Kansaquest Cowboy Slicker,Australian Shepherd,Test,DN29738201
59,Seuns Celtic Sovereign,Australian Shepherd,Test,DN23279101
145,Wildhearts Tugging at My Heart,Australian Shepherd,Test,DN125254-02
174,Knapdale Family Patriarch,avler,Test,
70AY56,Hammonds Oracle ,Ayrshire,Test,64554
41BA3167,ACC 942,Barzona,Test,46370
41BA3064,Andy 601,Barzona,Test,45709
54BA02,BCC 0-071,Barzona,Test,17754
49BA1119,BCC 2004,Barzona,Test,36232
47BA1010,BOYKIN 5510 (JR),Barzona,Test,42509
156BA004,FELTON 393,Barzona,Test,40256
41BA 3079,TEX 651,Barzona,Test,45708
41BA3079,TEX 651,Barzona,Test,45708
4121,Jadaka Independent Spirit,Basenji,Test,HP315927-02
215,Jerlin Tutu Jericho,Basenji,Test,HP287759-02
513,Jerlins Our Zuri Pupin,Basenji,Test,HP127721-03
"072 A,B",Joy Us Hung the Moon,Basenji,Test,HP46588401
36,Kasendo Acacia Lion Heart,Basenji,Test,HP083967-01
175,Kasendo Tutu Special Agent Gibbs,Basenji,Test,HP362360-02
229,Under Cover ABURA Bell Ringer,Basenji,Test,HP446223-03
3000,Volina De La Saga Des Beauces,Beaceron,Test,UR03566401
I2AA,Bramletts Black Honker,Beagle,Test,HP26440106
I2Y,Bramletts Black Honker,Beagle,Test,HP26440106
264,Dutch Hollows El Grito Diablo,Beagle,Test,HP22252203
222,Oakhill Blue Sambo,Beagle,Test,HP30914606
4545,Devil Don Mes Yeux Vigilant,Beauceron,Test,DN213908-01
225,Elias mes Yeux Vigilance,Beauceron,Test,DN240203-01
1023,"Entheos Mes Yeux Vigilants (A, B, C, D, E, F)",Beauceron,Test,DN264038-02
996,Ezekiel Mes Yeux Vigilants,Beauceron,Test,
152,Genesis Mess Weux Vigiulants,Beauceron,Test,DN31531201
"255 (G,H,I,J,K)",Goshem Mes Yeux Vigilantes,Beauceron,Test,DN33555303
991,Grimm Mes Yeux Vigilients,Beauceron,Test,
8989,Holy Grail Mex Yeux Vigilants,Beauceron,Test,DN36085401
146,Jeremiah Mes Yeux Bigilantes,Beauceron,Test,DN40256205
227,Kasendo Tutu Royal Iron Man,Beauceron,Test,HP426910-04
Mario,Mario Ducan is Dinus,Beauceron,Test,WP96884403
199,Mehari De Haute Crete,Beauceron,Test,DN48466806
Turbo,Turbo Dehanegnesse,Beauceron,Test,DN16323801
42,Meca Des Mes Yeux Vigilantes,Beaucon,Test,DL89153401
255,Goshem Mes Yeux Vilgilance,Beaurceron,Test,DN33553-03
106XB1040,Carolina Master,Beef Cross Breed,Test,806972
16XXE954,No 2 Wasp,Beef Crossbreeds,Test,
8175,BGR Adam,Beef Friesian,Test,
BF03,BGR Adam,Beef Friesian,Test,
BF03  ADAM,BGR Adam,Beef Friesian,Test,
16BFE78,BGR D220,Beef Friesian,Test,
16BFK992,BGR E220,Beef Friesian,Test,
16BFK991,BGR Gymnast 45th D225,Beef Friesian,Test,
K982,BGR Gymnast 4th C200,Beef Friesian,Test,
16BFK990,BGR Gymnast Catherwood F200,Beef Friesian,Test,
BF5,Big Boy 27,Beef Friesian,Test,
54BF101,DRO Blackjack,Beef Friesian,Test,
BF101,DRO Blackjack,Beef Friesian,Test,
16BF1761,OCC 209W,Beef Friesian,Test,
16BFZ661,OCC Creator 512U,Beef Friesian,Test,
54BF102,OCC Minotaur 404T,Beef Friesian,Test,
BF102,OCC Minotaur 404T,Beef Friesian,Test,
Fries,Pengause Falcon,Beef Friesian,Test,355935
BF10,Performer,Beef Friesian,Test,
16BFK993,Troycastle Ali 2nd E215 (BGR E215),Beef Friesian,Test,
B16,EXILY Beefalo 1974,Beefalo,Test,
16BM2894,CHRK 414D,BeefMaster,Test,C1077240
16BM3016,CJ's Bernard 1724,BeefMaster,Test,C1082445
BM3317,CJS Fireball,BeefMaster,Test,
16BM3145,Drifter of NG 234F,BeefMaster,Test,M11161
16BM3144,HDH Bell Ringer 607E,BeefMaster,Test,C1099217
16BM3017,Hood 710,BeefMaster,Test,C1085618
154BM1329,McAlester 4521,BeefMaster,Test,C1052714
16BM2624,McAlester 4521,BeefMaster,Test,C1052714
16BM3146,Mr CJ 1814,BeefMaster,Test,C1102282
16BM3143,NG 876 531E3,BeefMaster,Test,C110018
16BM3141,NG McAlester 616F,BeefMaster,Test,C1102164
29BB0002,Gailord Belgian Blue,Belgian Blue,Test,8611031
4011,Bross Mi-Ji,Belgian Malinois,Test,DN338734-01
642,Boncoerus Kaa Kao Kakku,Belgian Tervuren,Test,DL851428-05
77,Bluemoons Carry It On,Bernes Mtn,Test,WS50666107
4404,Bugzires Jetten To The Top,Bernese Mtn,Test,HWS319405-01
7049,Hickory's All Steamed Up,Bernese Mtn,Test,WS275715-01
7236,Lionhearts Zero Tolerance,Bernese Mtn,Test,WS361018-01
7010,Tezer Tainach Tzer Vom Jauntal,Bernese Mtn,Test,WS328681-01
3026,Hickory's River King V LeFleur,Bernese Mtn Dog,Test,WS330656-01
3023,Lion Hearts Unsung Heroes,Bernese Mtn Dog,Test,WS324702-03
684,Elan Flash of Gold,Bichon,Test,NP25915004
2006,Elan Sempre FIDO Diamon In The Ruff,Bichon,Test,NP259150-05
706,Elan Solar Flare,Bichon,Test,NP04869401
460,Elan Silver Ghost,Bichon Friese,Test,NM857513-02
82,Awesomes On Probation,Bichon Frise,Test,NP35619002
202,Blanchetts Golden Boy,Bichon Frise,Test,NP16132101
"202 (C,D)",Blanchetts Golden Boy,Bichon Frise,Test,NP16132101
2PB1,COBA Plainsbison 1880 Nebraska 378,Bison,Test,N/A
16HB2861,JN Balder C245,Black Hereford,Test,HB007552
4935,Antler Ridge Boone,Black Lab,Test,NA
7068,Big Wigs Amadeus Ridge Runner,Blood Hound,Test,HP3593850
8068,Flessners International S'Cess,Blood Hound,Test,HP386926-03
7065,JO Li's DR of Thinkology,Blood Hound,Test,HP405725-07
8019   (Hamil),Quiet Creeks Double Take,Blood Hound,Test,HP378646-01
8463,C.H. Sherick M+M's Tracker Nosy Knows,Bloodhound,Test,HP284163-01
99,Shericks N Leaps and Bounds,Bloodhound,Test,HP51271202
1015,TLH Last Call at Closing,Bloodhound,Test,HP605313-01
7031,Mad Dog Blue Smoke,Blue Tick,Test,V758986
151,Mad Dog Smoke Real Deal,Blue Tick,Test,W346681
66,Mailes Blue She's Rattles,Blue Tick Hound,Test,UKC U845-358
BEHT22,BEH Cadillac Cowboy,Boer,Test,10268969
16GTB112,KALR Majestic River Y25,Boer,Test,10536229
NKJ32,Majic Mojo,Boer,Test,10003315
RIVER,Majestic River,Boer Goat,Test,
192,50 caliber,Boerboel,Test,
187,Alexander,Boerboel,Test,
196,Howitzer,Boerboel,Test,
F,Judge,Boerboel,Test,2915703
243,KOA,Boerboel,Test,
313,Rigby,Boerboel,Test,
2020,Scooby Doo Zorisky Dogue,Bordeaux,Test,WS332296-01
91,DD Farm Tweed,Border Collie,Test,33968
5353,Hollowshot Mill Reef,Border Collie,Test,DN184734-06
143,Kikit Diz-15,Border Collie,Test,DN32321205
74,Kitkit Judd's Tag You're It,Border Collie,Test,DN32321201
902,Skybiz How You doin',Border Collie,Test,DN49189902
182,Sporting Royal Heir,Border Collie,Test,DN42683603
105,Sportingfields Its Elementary,Border Collie,Test,DN369759-05
6363,Sportingfields Keepsake,Border Collie,Test,DN271401-02
326,Sportingfields Reflection Border Fame,Border Collie,Test,DN1487502
Border 151D,(No Name),Border Collie?,Test,DN106331-02
2011,Kanza Plum Creek Bvgatt. @ Elana,Borzoi,Test,HP452525-02
Lord Bass (SNAH),Lord De L'Ombre Rouge De Phrygie,Boucheron,Test,DN50062701 (Chip# 25026873134945)
75,Emerson Breho Soul Patlol & Windwood,Boxer,Test,WS26916701
21,Ewings Maverick of Max L,Boxer,Test,WR006462-02
97,great Expectations Foolish Pleasure,Boxer,Test,WS26351605
2019,Latta Lanes Back To Black,Boxer,Test,WS227760-01
60,Midnight Skys Autumn Endeavor,Boxer,Test,
28,Papagenos Red October Veurozone,Boxer,Test,WS47733901
14BO154,Elegant Master,Braford,Test,169785
56BR055,ABBA,Brahman,Test,345525
16BR3139,ME Desert Eagle 191,Brahman,Test,965904
268RR116,Rede River,Brahman,Test,N/A
41BR012,Rex 341,Brahman,Test,
16BN0579,Bar C Target 421H,Brangus,Test,
BN74,BBI Exacto 55W3,Brangus,Test,
No code 109(BN74),BBI Exacto 55W3,Brangus,Test,
154BN1096,Game Changer,Brangus,Test,
52BN005,Pruett Wray,Brangus,Test,R81420
16BN2908,Sankey Special OP 108E,Brangus,Test,R103
1BN0008,Sankeys Revolution 860K,Brangus,Test,204638
16BN02,SS King Joseph 83X7,Brangus,Test,26195
16UB2322,KS Sasnak 402Y5,Brangus (International),Test,UB10195970
BV118,GLB Efficiency 727,Braunvieh,Test,
16BU2992,McBEEF BUILDER F1 825J 4536,Braunvieh,Test,P86117
16BU2487,McBEEF BUILDER F2 474P3629,Braunvieh,Test,BC84147
BV214,Mr. Sambo 737 ,Braunvieh,Test,
BU09,Mr. TLC Bud J9103,Braunvieh,Test,
49BU1915,Northstar Elvis,Braunvieh,Test,CA14718
49BU1909,Northstar Victor,Braunvieh,Test,CA14717
109BN209,OSU Revolver,Braunvieh,Test,
129BV145,RCD E531 UNO,Braunvieh,Test,
49BU1890,Silverwood Dragon,Braunvieh,Test,83578
924,Hampton Super Sting,Britney,Test,SR72883907
551BS00224,Harts Wunder 15147,Brown Swiss,Test,
485A,Moonlit My Heart Burns For You Buessler's Grid Iron (485),Brussels Griffon,Test,
93,Black Jack Stackin The Deck,Bull Mastiff,Test,WS45727701
3029,Namble Hy Bull Rainmaker,Bull Mastiff,Test,WS25341001
Gage,Gage,Bulldog,Test,
8010,Lionhearts Its All About Me,Burnese,Test,WS14712708
505,Be Havens Sherpas Mtn Endeavor,Burnese Mtn Dog,Test,
204,Kansas Late Day Sarav,Canaan Dog,Test,DN36571006
2121,Casa Reales Skyline Surfer,Cane Carso,Test,WS46588301
248,Balboa,Cane Corso,Test,
4205,Rocco,Cane Corso,Test,
223,Adibeir Red Carpet Affair ,Cane Corso ,Test,WS571052-07
220,Oblivion Earth Ride,Cane Corso ,Test,WS52230210
50,Blackhawk Jet,Canine,Test,
2022,Harmony's Andauer Lover Come Back,Canine,Test,HP219306-01
2222,Lionhearts Dangerous Liasion,Canine,Test,WS39826502
510,My Britches Bee Kauz Sunseeker Kiss,Canine,Test,SR506091-01
323,Neville Windsport,Canine,Test,
DQ0059032001,No Name,Canine,Test,
2002,Note  A Bulls Mystery Train,Canine,Test,NP239140-02
103,Precision Next Episode,Canine,Test,
734 (7734),Promises Red River Majic,Canine,Test,
150,S Fields Reflection O Border Fame,Canine,Test,DN148752-02
3000-Bass,Volin VeLa Saga Des Beauces,Canine,Test,113722-16303
41,Uros Mes Yeux Vigilates,Canine - Beaucheron,Test,DN072192-06
101,Shericks Last Ego Trip 4 Fate,Canine - Blood Hound,Test,HP203459-03
106,Shericks Last Leap of Fate,Canine - Bloodhound,Test,HP203459-09
250,Sportingfields Robinson N Caruso,Canine - Border Collie,Test,DN362962-03
245,Sportingfields Trojan Troy,Canine - Border Collie,Test,DN247944-03
504,Raklyns High Stakes At Ivy Lane,Canine - Boxer,Test,WP98077705
2018,Savoyes Field of Dreams,Canine - Boxer,Test,WS072273-03
5556,Stellar Point Worth The Wait,Canine - Brusk,Test,SR612005-04
140,Waters Lightning IKE,Canine - Bull Mastiff,Test,WS356914-07
7,Sidecars Sherman Tank,Canine - Bull Terrier,Test,RN033741-02
471,Prairiefire Strkhnd Country Box,Canine - Burnnese Mtn. Dog,Test,WS203870-03
111,VIP's P-Chicken,Canine - CHOW,Test,NM84060801
189,Shamans Never Say Never,Canine - Cocker Spaniel,Test,
411,Wait Until Dark,Canine - Doberman,Test,WS011651-25
2007,Remus Vom Hilsblick,Canine - Germ. Shep.,Test,DN220352-01
6004,Windy City Orions Guitar Hero,Canine - Great Dane,Test,WS38022206
1034,Wicklon Playing W/ Loaded Dice,Canine - Irish Setter,Test,SR689760-01
2005,Tsunamis Shogun At Sashron,Canine - Jap  Chin,Test,TR781340-01
402,Zippa Doo Dah (or Yabba Dabba Do),Canine - Japanese Chin,Test,TR29899301
124,Red Gates Five Star General,Canine - Lab,Test,SR43875105
210,Simbathes Just A Decoy,Canine - Lab,Test,SN906031
122,Tide Runner II,Canine - Lab,Test,SR55346205
112,Robel's Rock Island Line RR,Canine - Pug,Test,TR19037506
130,Richard Trail By Jury,Canine - Red Lab,Test,SR59218706
13,Rover Roads Somerset Sasquatch,Canine - Ridgeback,Test,HM773358-08
2045,Ramij Mufasa 1BN Amani,Canine - Saluki,Test,HP362913-01
17,Sayya De Hamadan,Canine - Saluki,Test,HP108269-01
"073 (B,C)",Tumbleweed Night Without Stars,Canine - Schipperke,Test,NP29211701
109,Success Rock Star,Canine - Sharpei,Test,NP271512-01
171,Rosckas Bitutso No Sosaku,Canine - Shiba,Test,
162,Shandell Turn Up The Heat,Canine - Shiba,Test,
200,Snowridge Struttin Lil Man,Canine - Vizsla,Test,
90,Pharoh's No Mas,Canine- Pit Bull,Test,A341-985
169,Shibainn,Canine- Polani,Test,NP20090401
1038,PK-Little Z,Canine- Presa Canario,Test,
6353,Yamadan Lev Faruza,Canine- Saluki,Test,HP191681-04
127,Sketchbook No Deduction,Canine- St. Schnauzer,Test,WS37641602
137,Sketchbook Smarty Jones,Canine- St. Schnauzer,Test,WS22588002
45,Remeks Red Storm Rising,Canine -Vizla,Test,SR18976804
68,OXOTA Avalon Halberd,Canine-Borzoi,Test,HP40594904
46,Qazar Monsier Hagan,Canine-French Bulldog,Test,NP30471402
"062 (A,B,C,D)",Prestons High Cotton Raider,Canine-Llewellin Setter,Test,n/a
1014,Silver Shadows Polar Drift,Canine-Malmute,Test,
719,Philip Trial By Jury Keepsake,Canine-Red Lab,Test,
65,Touchdown Kid,Canine-Vizsla,Test,SR343223-05
125,Confidential,Cardigan,Test,
61,Hurricane Get Smart,Cardigan,Test,
433,Hurricane Whenever You Go,Cardigan,Test,DN371377-01
9001,Hurricanes Boy Genious,Cardigan,Test,DN44879202
2034,HurriKane I'm The Biscuit Man,Cardigan,Test,DN271535-01
144,Kingsbury Claymore Lucky Venture,Cardigan,Test,DN39577011
905,Kingsbury Dark Magic O Sisterblood,Cardigan,Test,DN215869-03
501,Kingsbury I'm Harry P,Cardigan,Test,DL832833-01
900,Kingsbury I'm Harry P,Cardigan,Test,DL832833-01
1017,Kingsbury Red Dragon of Claymore,Cardigan,Test,DN37595301
49,Redbud Being F the Benefit of Mr. Kite,Cardigan,Test,DN31314605
9079,XIV Heart of Gold Harry Go Lucky,Cardigan,Test,DN305144-05
157,Buzzards Maximus Red,Cattle Dog,Test,DN010065-02
975,Revolver DL Monte Tonico,Cattle Dog,Test,DN55142801
56,Etiquettes Scottish Warrior,Cavalier,Test,TS8635003
179,Jolainey Touch of Evan,Cavalier,Test,TS30199501
155,KB Pride Rattlebrdige,Cavalier,Test,TS28103507
444,Kinvara Make Pretend,Cavalier,Test,TS06034202
69,Knapdale Suff Dreams are Made of,Cavalier,Test,TS0595401
241,Viva La Vida,Cavalier,Test,TS25427603
2346,We Syng Royal Etiquette,Cavalier,Test,TR78983407
188,Country Manner Bang Shangalang,Cavelier King Charles,Test,TS18999501
198,Knapdale Family Patriarch,Cavelier King Charles,Test,TS16948702
16CH2529,404,Charolais,Test,
34CH322,2 UP Peugeot,Charolais,Test,
16CH2372,3N-UFR Ignition 3101,Charolais,Test,M834168
28CH0503,Ace 17B,Charolais,Test,
U157,Armour,Charolais,Test,
16CHK463,Astronaut Deter,Charolais,Test,
49CH02398,BALDRIDGE FAST TRACK 82f,Charolais,Test,
156CH082,Baldridge Fasttrack 82F,Charolais,Test,
54CH1004,Bar S Golden State 5532,Charolais,Test,M861541
54CH350,BAR S Rapid Fire 3859,Charolais,Test,EM837952
16CH3021,Barrett Casino 777 of 272 CR,Charolais,Test,M903358
N81,Beau Ivo,Charolais,Test,
38CH142,Belmonts Cheyenne,Charolais,Test,
28CH0437,Ben Johnson,Charolais,Test,
129CH547,Bohannon,Charolais,Test,
CH205,Cadet Roussel,Charolais,Test,
54CH374,California 1041,Charolais,Test,
CH3211,CCF Knobcreek,Charolais,Test,
90CH3788,CJC Trademark H45,Charolais,Test,M488766
U156,Colibri,Charolais,Test,
54CH367,Commander 3734,Charolais,Test,
